Origin Country,Destination Country,Intermediate Nodes,Transaction Type,Transaction Currency,Tax Treaty Applicable,Tax Evasion Risk Index
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.39386543737861
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.30161098205673
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
UK,China,Singapore,Acquisition,GBP,Yes,16.498642202584563
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.37374446757249
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.934362006951257
Japan,India,Singapore,Royalty,JPY,No,49.45398327861365
Switzerland,Brazil,Singapore,Investment,CHF,No,50.20343194126846
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.07579011713952
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
France,USA,Ireland,Acquisition,EUR,Yes,20.505359996188055
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.33675123920138
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.422548079996005
France,USA,Ireland,Acquisition,EUR,Yes,19.676484081972813
Canada,China,Hong Kong,Acquisition,CAD,No,65.10808558096149
USA,India,Netherlands;Singapore,Investment,USD,Yes,23.490410160571663
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.146704282286585
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,61.133001775796565
UK,China,Singapore,Acquisition,GBP,Yes,15.741723193944686
Switzerland,Brazil,Singapore,Investment,CHF,No,49.677280001917815
UK,China,Singapore,Acquisition,GBP,Yes,13.776821314329245
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.980134970414476
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.217302094624834
France,South Africa,Mauritius,Royalty,EUR,No,54.68339915161826
Japan,India,Singapore,Royalty,JPY,No,50.218019575354624
USA,UK,Ireland,Acquisition,USD,Yes,10.94736549801845
USA,South Africa,Ireland,Dividend,USD,Yes,29.30210902591103
Japan,India,Singapore,Royalty,JPY,No,50.37416593365458
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.36894831072659
USA,UK,Ireland,Acquisition,USD,Yes,10.653308611067752
Canada,China,Hong Kong,Acquisition,CAD,No,64.95486353007055
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.16909048409427
France,South Africa,Mauritius,Royalty,EUR,No,55.20797835709694
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.361175771351466
Germany,China,Hong Kong,Royalty,EUR,No,53.88627849167529
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.537380928430919
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.71172855249579
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.61827827402434
Switzerland,Brazil,Singapore,Investment,CHF,No,50.39028822129904
UK,India,Singapore,Investment,GBP,Yes,35.30639081036581
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.866517359307934
Japan,India,Singapore,Royalty,JPY,No,50.38722076935655
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.77662302265846
Switzerland,Brazil,Singapore,Investment,CHF,No,50.59927158705973
France,USA,Ireland,Acquisition,EUR,Yes,19.132697099852596
USA,India,Netherlands;Singapore,Investment,USD,Yes,23.839635790461237
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.548870766376815
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,26.41915635167118
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,23.699533178168515
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,11.475466817606375
UK,China,Singapore,Acquisition,GBP,Yes,15.352699481197016
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.79685065535895
USA,South Africa,Ireland,Dividend,USD,Yes,28.84713424751187
France,South Africa,Mauritius,Royalty,EUR,No,55.83177454021412
UK,India,Singapore,Investment,GBP,Yes,34.68337466329813
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.090328004696712
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,17.77130753578657
Japan,India,Singapore,Royalty,JPY,No,49.54998583152582
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.38606223098517
USA,South Africa,Ireland,Dividend,USD,Yes,30.566621309448664
Japan,India,Singapore,Royalty,JPY,No,49.87804919389551
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,61.565759208179315
France,South Africa,Mauritius,Royalty,EUR,No,56.10063858509032
France,USA,Ireland,Acquisition,EUR,Yes,20.34155044951564
Canada,China,Hong Kong,Acquisition,CAD,No,65.24912621787752
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.084373635542605
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,13.79513168960098
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.32287073686216
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.61684458190975
France,South Africa,Mauritius,Royalty,EUR,No,55.690754582765834
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.610965320235405
Canada,China,Hong Kong,Acquisition,CAD,No,65.3456940209163
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,22.88113428360589
France,USA,Ireland,Acquisition,EUR,Yes,18.730417887888898
USA,South Africa,Ireland,Dividend,USD,Yes,30.29665808739003
Germany,China,Hong Kong,Royalty,EUR,No,54.83635707344951
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,61.61940123332038
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.36941948641501
Canada,China,Hong Kong,Acquisition,CAD,No,64.54630915875312
Canada,China,Hong Kong,Acquisition,CAD,No,65.12567183806742
UK,India,Singapore,Investment,GBP,Yes,35.425650417197915
UK,China,Hong Kong,Intercompany Loan,GBP,No,62.60123455317395
Japan,India,Singapore,Royalty,JPY,No,49.29098016654734
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.777374972709445
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.16290269096622
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.014472840635312
France,South Africa,Mauritius,Royalty,EUR,No,55.19270132042023
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.99379018234931
UK,China,Singapore,Acquisition,GBP,Yes,15.36907113021586
UK,India,Singapore,Investment,GBP,Yes,34.25479171285568
France,South Africa,Mauritius,Royalty,EUR,No,54.189060701095116
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.65042288959083
France,South Africa,Mauritius,Royalty,EUR,No,52.869099852195255
Japan,India,Singapore,Royalty,JPY,No,51.177634555503126
USA,UK,Ireland,Acquisition,USD,Yes,11.268423485701831
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,27.027266009961416
UK,India,Singapore,Investment,GBP,Yes,32.98158945324218
UK,China,Singapore,Acquisition,GBP,Yes,14.33753946557946
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,68.5556139671467
UK,India,Singapore,Investment,GBP,Yes,32.85099521029699
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.62609880479452
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.752717537592545
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.59031848982686
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.27889837579465
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.75260349438228
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.665593693373918
Switzerland,Brazil,Singapore,Investment,CHF,No,49.41000672028191
Canada,China,Hong Kong,Acquisition,CAD,No,63.90526368309415
Germany,China,Hong Kong,Royalty,EUR,No,56.154276335254494
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.320366627781397
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,17.696708432755653
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.4404613569358
Japan,India,Singapore,Royalty,JPY,No,51.071360266527215
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.26619238411449
UK,India,Singapore,Investment,GBP,Yes,35.08876177619957
UK,India,Singapore,Investment,GBP,Yes,35.63116230427214
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.39534605531411
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.13340843239367
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.536617639823223
Netherlands,India,Mauritius,Royalty,EUR,Yes,18.989171776868364
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.2424731983269
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,12.56721622165746
USA,South Africa,Ireland,Dividend,USD,Yes,29.21448782570864
Switzerland,Brazil,Singapore,Investment,CHF,No,50.015622109715956
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.093559261224247
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.217057915730596
Germany,China,Hong Kong,Royalty,EUR,No,55.274252053022046
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.715638869015407
Germany,China,Hong Kong,Royalty,EUR,No,55.72887829468495
Germany,China,Hong Kong,Royalty,EUR,No,54.987506832844375
USA,South Africa,Ireland,Dividend,USD,Yes,30.735691084427422
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.966285960066305
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
France,USA,Ireland,Acquisition,EUR,Yes,20.244919649087556
Canada,China,Hong Kong,Acquisition,CAD,No,65.4015451415405
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.80293613284282
USA,South Africa,Ireland,Dividend,USD,Yes,30.021843852761553
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.316118313623765
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.682472685708419
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.59186509150349
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,68.88086981560099
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Japan,India,Singapore,Royalty,JPY,No,49.69668185751039
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.72343041587168
USA,South Africa,Ireland,Dividend,USD,Yes,30.851294441961308
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.45755822640966
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.93805492575095
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.573068343930448
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.35184906936861
USA,UK,Ireland,Acquisition,USD,Yes,10.0
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.94830945566112
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.34179680411666
Switzerland,Brazil,Singapore,Investment,CHF,No,50.925106813859834
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.37970647559533
USA,South Africa,Ireland,Dividend,USD,Yes,29.70635572388387
UK,China,Singapore,Acquisition,GBP,Yes,15.494207321982291
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.171422181122225
Japan,India,Singapore,Royalty,JPY,No,50.51052468945739
USA,South Africa,Ireland,Dividend,USD,Yes,30.872580701691668
Canada,China,Hong Kong,Acquisition,CAD,No,65.09471779264403
UK,China,Hong Kong,Intercompany Loan,GBP,No,63.433710279606345
Switzerland,Brazil,Singapore,Investment,CHF,No,49.40817605254718
France,USA,Ireland,Acquisition,EUR,Yes,19.65732418591785
USA,UK,Ireland,Acquisition,USD,Yes,10.0
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.41373775241141
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.15245386239934
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.8420600400815
Japan,India,Singapore,Royalty,JPY,No,50.032018116810136
Canada,Mexico,Cayman Islands,Investment,CAD,No,68.43097478513084
Germany,China,Hong Kong,Royalty,EUR,No,54.36359597577232
USA,UK,Ireland,Acquisition,USD,Yes,10.604832405598275
Switzerland,Brazil,Singapore,Investment,CHF,No,50.99126399213468
France,South Africa,Mauritius,Royalty,EUR,No,54.278093119647615
Germany,China,Hong Kong,Royalty,EUR,No,55.152115654449524
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.89225952163584
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.67561134555231
Japan,India,Singapore,Royalty,JPY,No,49.779344075931085
Japan,India,Singapore,Royalty,JPY,No,49.639300216956634
Switzerland,Brazil,Singapore,Investment,CHF,No,50.894151257446296
UK,India,Singapore,Investment,GBP,Yes,37.17644384388038
Switzerland,Brazil,Singapore,Investment,CHF,No,48.21538086636442
UK,China,Hong Kong,Intercompany Loan,GBP,No,67.44808242642604
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.70573695099141
USA,India,Netherlands;Singapore,Investment,USD,Yes,23.394163421673888
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.91171010515865
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.379967513017178
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.178216806005814
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.78486963655304
Japan,India,Singapore,Royalty,JPY,No,48.692150699121356
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.218310032214184
Canada,China,Hong Kong,Acquisition,CAD,No,65.80093607017145
UK,China,Singapore,Acquisition,GBP,Yes,13.218082320800551
UK,India,Singapore,Investment,GBP,Yes,35.28410636684149
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.7498320394972
France,South Africa,Mauritius,Royalty,EUR,No,55.516501459195375
France,South Africa,Mauritius,Royalty,EUR,No,56.281158005854735
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.549395258751773
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Canada,China,Hong Kong,Acquisition,CAD,No,65.20232727766037
Germany,China,Hong Kong,Royalty,EUR,No,55.07563685561335
Germany,China,Hong Kong,Royalty,EUR,No,56.671180863971045
Switzerland,Brazil,Singapore,Investment,CHF,No,49.57910004711654
USA,South Africa,Ireland,Dividend,USD,Yes,29.075154619524323
USA,UK,Ireland,Acquisition,USD,Yes,10.69398097772119
Switzerland,Brazil,Singapore,Investment,CHF,No,48.29605618586946
USA,UK,Ireland,Acquisition,USD,Yes,10.589164474110438
Canada,China,Hong Kong,Acquisition,CAD,No,65.1413206474574
Canada,China,Hong Kong,Acquisition,CAD,No,66.01862051188655
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.614618423265167
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.92826160388586
USA,UK,Ireland,Acquisition,USD,Yes,10.305172912206043
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.260595086209705
UK,China,Singapore,Acquisition,GBP,Yes,15.197096597377465
UK,India,Singapore,Investment,GBP,Yes,36.75474292900089
Canada,China,Hong Kong,Acquisition,CAD,No,65.70962100815144
Canada,China,Hong Kong,Acquisition,CAD,No,65.3198864607123
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.134819870070633
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.12228653834681
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
UK,India,Singapore,Investment,GBP,Yes,36.477753831679834
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.26614799934695
USA,South Africa,Ireland,Dividend,USD,Yes,31.09327902118076
Germany,China,Hong Kong,Royalty,EUR,No,53.97991675268333
Switzerland,Brazil,Singapore,Investment,CHF,No,48.420919425640456
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.25513776694897
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
USA,South Africa,Ireland,Dividend,USD,Yes,28.894373559110555
Canada,China,Hong Kong,Acquisition,CAD,No,65.39931745272068
UK,China,Singapore,Acquisition,GBP,Yes,13.003536560897041
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.631320209097055
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.7387269383634
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.25595972312815
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.36705633744336
UK,China,Singapore,Acquisition,GBP,Yes,14.12577247006128
USA,South Africa,Ireland,Dividend,USD,Yes,29.90733635142838
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.51626479724008
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.34220912279897
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.77056049385895
Japan,India,Singapore,Royalty,JPY,No,49.24474037261686
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.8788623000289
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.60161175149504
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.870345274786185
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,67.84247814642826
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.22820783543031
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.85071830303714
Canada,China,Hong Kong,Acquisition,CAD,No,66.07444191041084
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
UK,India,Singapore,Investment,GBP,Yes,32.31044020974783
Japan,India,Singapore,Royalty,JPY,No,49.51430927938328
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.888409835684236
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,13.56508719933571
USA,UK,Ireland,Acquisition,USD,Yes,10.382328158050509
UK,India,Singapore,Investment,GBP,Yes,34.79782649624472
Germany,China,Hong Kong,Royalty,EUR,No,55.43679318816216
Japan,India,Singapore,Royalty,JPY,No,50.58416791440728
Germany,China,Hong Kong,Royalty,EUR,No,56.66505587603836
Switzerland,Brazil,Singapore,Investment,CHF,No,50.65869371313216
UK,China,Singapore,Acquisition,GBP,Yes,15.78227198374664
Canada,Mexico,Cayman Islands,Investment,CAD,No,68.47823717710916
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.8637953515371
Canada,China,Hong Kong,Acquisition,CAD,No,65.11374986373797
France,USA,Ireland,Acquisition,EUR,Yes,21.180151630417367
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.772081580054724
USA,South Africa,Ireland,Dividend,USD,Yes,28.563155795877233
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.77151082420266
USA,South Africa,Ireland,Dividend,USD,Yes,29.07717577880162
France,USA,Ireland,Acquisition,EUR,Yes,19.519577994844948
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.671677152045778
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.269758562308496
Switzerland,Brazil,Singapore,Investment,CHF,No,50.120178675136394
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.81666238542829
USA,UK,Ireland,Acquisition,USD,Yes,10.0
UK,China,Singapore,Acquisition,GBP,Yes,15.159363343575738
UK,India,Singapore,Investment,GBP,Yes,33.975937324500094
Switzerland,Brazil,Singapore,Investment,CHF,No,49.24530040165652
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.051925392833443
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.29453276955762
USA,South Africa,Ireland,Dividend,USD,Yes,29.338870664476786
Japan,India,Singapore,Royalty,JPY,No,51.163315384715304
UK,China,Singapore,Acquisition,GBP,Yes,14.987965805212266
Japan,India,Singapore,Royalty,JPY,No,51.04246284253051
Germany,China,Hong Kong,Royalty,EUR,No,55.545522634922676
Switzerland,Brazil,Singapore,Investment,CHF,No,50.46482448134223
UK,China,Singapore,Acquisition,GBP,Yes,14.659828498201087
France,USA,Ireland,Acquisition,EUR,Yes,19.67758645562499
France,South Africa,Mauritius,Royalty,EUR,No,56.228690051949364
UK,India,Singapore,Investment,GBP,Yes,36.60805265882547
Germany,China,Hong Kong,Royalty,EUR,No,55.42797006649584
USA,India,Netherlands;Singapore,Investment,USD,Yes,23.28439803717566
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.408151269233297
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.870908811831985
UK,India,Singapore,Investment,GBP,Yes,34.50079825648535
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.20008982306842
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.808206438140346
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.10912827199756
UK,China,Hong Kong,Intercompany Loan,GBP,No,66.67906282090034
Switzerland,Brazil,Singapore,Investment,CHF,No,49.63857000324444
Switzerland,Brazil,Singapore,Investment,CHF,No,49.933339959566375
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
USA,South Africa,Ireland,Dividend,USD,Yes,29.303174778820846
USA,UK,Ireland,Acquisition,USD,Yes,10.0
UK,China,Singapore,Acquisition,GBP,Yes,15.433699747359759
France,USA,Ireland,Acquisition,EUR,Yes,17.317865765819427
UK,India,Singapore,Investment,GBP,Yes,34.15329991416436
Canada,China,Hong Kong,Acquisition,CAD,No,64.84082078902253
Netherlands,India,Mauritius,Royalty,EUR,Yes,21.797031520448076
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.64148378571979
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.838868662035203
UK,China,Singapore,Acquisition,GBP,Yes,15.630354266322524
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.68351877644706
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.48534317522239
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.342068387428625
UK,India,Singapore,Investment,GBP,Yes,34.32765608144661
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.59195545731451
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.124939980053487
Germany,China,Hong Kong,Royalty,EUR,No,53.25925936882483
France,USA,Ireland,Acquisition,EUR,Yes,20.584115397016966
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.37149053350098
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.91609850888637
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.055865668720635
France,South Africa,Mauritius,Royalty,EUR,No,55.8055699161377
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.094942742112902
UK,India,Singapore,Investment,GBP,Yes,35.048584610315615
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.02519050194301
USA,South Africa,Ireland,Dividend,USD,Yes,29.912166514849098
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.142445825363296
Germany,China,Hong Kong,Royalty,EUR,No,56.16011936322407
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.746518989113287
UK,India,Singapore,Investment,GBP,Yes,36.0272345723909
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.537052258591686
Switzerland,Brazil,Singapore,Investment,CHF,No,50.03855636276523
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.026860536179512
UK,China,Singapore,Acquisition,GBP,Yes,15.37309708849375
Switzerland,Brazil,Singapore,Investment,CHF,No,49.842923916577995
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.71865341601122
Netherlands,India,Mauritius,Royalty,EUR,Yes,18.680808362915343
UK,China,Hong Kong,Intercompany Loan,GBP,No,63.43025742143307
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,68.8597523106913
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.70395429193992
Switzerland,Brazil,Singapore,Investment,CHF,No,49.412111466775706
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Japan,India,Singapore,Royalty,JPY,No,50.62895143319838
Switzerland,Brazil,Singapore,Investment,CHF,No,49.00926875897285
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.462037078460966
Switzerland,Brazil,Singapore,Investment,CHF,No,49.593340161108166
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.32157514936766
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.72904648051326
USA,UK,Ireland,Acquisition,USD,Yes,10.0
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Canada,China,Hong Kong,Acquisition,CAD,No,66.03299084829467
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.64012756339949
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.34395515827841
UK,China,Singapore,Acquisition,GBP,Yes,14.691664237465844
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,27.91996149989619
Germany,China,Hong Kong,Royalty,EUR,No,55.78473663483304
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
USA,India,Netherlands;Singapore,Investment,USD,Yes,23.032040313989242
UK,India,Singapore,Investment,GBP,Yes,35.29834961789701
France,South Africa,Mauritius,Royalty,EUR,No,54.63373804289115
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.39597725184302
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.099341591168724
Germany,China,Hong Kong,Royalty,EUR,No,55.63122222058466
USA,South Africa,Ireland,Dividend,USD,Yes,30.725075667691886
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.32507809452755
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.06636438591551
France,South Africa,Mauritius,Royalty,EUR,No,55.66821033028445
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.186832219453336
USA,South Africa,Ireland,Dividend,USD,Yes,29.409693949064586
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.443194784673096
USA,UK,Ireland,Acquisition,USD,Yes,10.446867639399768
Canada,China,Hong Kong,Acquisition,CAD,No,64.15013500522873
USA,UK,Ireland,Acquisition,USD,Yes,11.090897779431563
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.075270879953816
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.407510208346782
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.453206031872867
USA,UK,Ireland,Acquisition,USD,Yes,10.536513555065381
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.855202282764324
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Germany,China,Hong Kong,Royalty,EUR,No,53.834050242273314
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
UK,China,Singapore,Acquisition,GBP,Yes,14.798932560318498
UK,China,Hong Kong,Intercompany Loan,GBP,No,67.38081176668956
France,USA,Ireland,Acquisition,EUR,Yes,18.934644143089738
UK,India,Singapore,Investment,GBP,Yes,35.45161496793342
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.61396255396449
UK,India,Singapore,Investment,GBP,Yes,35.19800942053528
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,13.541310950057023
